id,name,nickname,gender,date_of_birth,weight,height,team,team.shortname,team.shield,shirt_number,position,photo,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,blocks,catches,clean_sheets,duels_won,goals,goals_conceded,interceptions,key_passes_attempt_assists,offsides,open_play_passes,penalties_saved,red_cards_2nd_yellow,saves_made,shots_on_target_inc_goals,straight_red_cards,successful_crosses_open_play,successful_dribbles,successful_long_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,total_clearances,total_fouls_conceded,total_losses_of_possession,total_passes,total_tackles,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_short_passes,yellow_cards,predicted_position,score
24402.0,Adrià Altimira,A. Alti,male,2001-03-28T00:00:00+00:00,62.0,170.0,FC Andorra,AND,https://assets.laliga.com/assets/2022/06/17/medium/33215c0212bcad95cc5d67b2b5a33fb8.png,2.0,Defender,https://assets.laliga.com/squad/2022/t16310/p465599/512x556/p465599_t16310_2022_1_001_000.png,8.0,31.0,3.0,0.0,7.0,0.0,8.0,126.0,1.0,18.0,22.0,22.0,0.0,1171.0,0.0,0.0,0.0,7.0,0.0,5.0,43.0,55.0,604.0,475.0,1019.0,25.0,25.0,299.0,1204.0,36.0,40.0,38.0,29.0,101.0,4.0,Goalkeeper,0.7096774193548387
14241.0,Alberto Rodríguez,Alberto,male,1992-12-31T00:00:00+00:00,,,CD Lugo,LUG,https://assets.laliga.com/assets/2019/06/07/medium/lugo.png,21.0,Defender,https://assets.laliga.com/squad/2022/t5730/p500649/512x556/p500649_t5730_2022_1_001_000.png,72.0,29.0,0.0,0.0,25.0,0.0,10.0,107.0,2.0,30.0,29.0,5.0,1.0,955.0,0.0,1.0,0.0,6.0,2.0,1.0,3.0,71.0,184.0,580.0,692.0,154.0,18.0,245.0,984.0,20.0,37.0,2.0,119.0,102.0,2.0,Goalkeeper,0.6896551724137931
6359.0,Diego Pampín,Pampin,male,2000-03-15T00:00:00+00:00,,173.0,FC Andorra,AND,https://assets.laliga.com/assets/2022/06/17/medium/33215c0212bcad95cc5d67b2b5a33fb8.png,26.0,Midfielder,https://assets.laliga.com/squad/2022/t16310/p435712/512x556/p435712_t16310_2022_1_001_000.png,13.0,25.0,1.0,0.0,3.0,0.0,7.0,92.0,0.0,18.0,11.0,30.0,1.0,945.0,0.0,0.0,0.0,2.0,0.0,3.0,22.0,29.0,463.0,375.0,805.0,19.0,3.0,242.0,972.0,23.0,41.0,16.0,37.0,101.0,2.0,Goalkeeper,0.68
715.0,Daniel Parejo,Parejo,male,1989-04-16T00:00:00+00:00,74.0,182.0,Villarreal CF,VIL,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,10.0,Midfielder,https://assets.laliga.com/squad/2022/t449/p51952/512x556/p51952_t449_2022_1_001_000.png,13.0,28.0,3.0,8.0,11.0,0.0,9.0,140.0,2.0,26.0,21.0,38.0,0.0,1658.0,0.0,0.0,0.0,7.0,0.0,3.0,22.0,118.0,1005.0,639.0,1494.0,24.0,21.0,333.0,1785.0,51.0,9.0,6.0,45.0,128.0,3.0,Goalkeeper,0.6785714285714286
82.0,Jaume Costa,J. Costa,male,1988-03-18T00:00:00+00:00,62.0,171.0,RCD Mallorca,MLL,https://assets.laliga.com/assets/2023/03/22/medium/013ae97735bc8e519dcf30f6826168ca.png,18.0,Defender,https://assets.laliga.com/squad/2022/t181/p58792/512x556/p58792_t181_2022_1_001_000.png,21.0,24.0,1.0,0.0,3.0,0.0,8.0,94.0,0.0,24.0,12.0,24.0,6.0,713.0,0.0,0.0,0.0,6.0,0.0,21.0,7.0,33.0,315.0,257.0,518.0,27.0,31.0,275.0,723.0,37.0,32.0,12.0,43.0,129.0,10.0,Goalkeeper,0.6666666666666666
14494.0,Guido Rodríguez,G. Rodriguez,male,1994-04-12T00:00:00+00:00,80.0,185.0,Real Betis,BET,https://assets.laliga.com/assets/2022/09/15/medium/e4a09419d3bd115b8f3dab73d480e146.png,5.0,Midfielder,https://assets.laliga.com/squad/2022/t185/p197024/512x556/p197024_t185_2022_1_001_000.png,29.0,24.0,0.0,0.0,8.0,0.0,7.0,152.0,0.0,20.0,27.0,7.0,1.0,1091.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,62.0,479.0,529.0,946.0,40.0,27.0,183.0,1146.0,67.0,9.0,4.0,35.0,103.0,6.0,Goalkeeper,0.625
6110.0,Esteban Burgos,E. Burgos,male,1992-01-09T00:00:00+00:00,80.0,190.0,Málaga CF,MGA,https://assets.laliga.com/assets/2019/06/07/medium/malaga.png,20.0,Defender,https://assets.laliga.com/squad/2022/t182/p169873/512x556/p169873_t182_2022_1_001_000.png,56.0,26.0,0.0,0.0,18.0,0.0,7.0,86.0,1.0,19.0,24.0,4.0,3.0,1082.0,0.0,0.0,0.0,5.0,2.0,3.0,5.0,81.0,229.0,647.0,792.0,139.0,31.0,280.0,1134.0,19.0,27.0,1.0,133.0,128.0,7.0,Goalkeeper,0.6153846153846154
6132.0,Miguel Loureiro,M. Loureiro,male,1996-11-21T00:00:00+00:00,76.0,172.0,CD Lugo,LUG,https://assets.laliga.com/assets/2019/06/07/medium/lugo.png,15.0,Defender,https://assets.laliga.com/squad/2022/t5730/p429213/512x556/p429213_t5730_2022_1_001_000.png,67.0,33.0,1.0,0.0,15.0,0.0,11.0,198.0,1.0,35.0,55.0,19.0,0.0,942.0,0.0,0.0,0.0,1.0,0.0,15.0,14.0,87.0,291.0,312.0,501.0,97.0,38.0,544.0,953.0,92.0,16.0,17.0,168.0,197.0,8.0,Goalkeeper,0.6060606060606061
668.0,Jonathan Viera,Jonathan Viera,male,1989-10-21T00:00:00+00:00,66.0,171.0,UD Las Palmas,LPA,https://assets.laliga.com/assets/2019/06/07/medium/las-palmas.png,21.0,Forward,https://assets.laliga.com/squad/2022/t407/p86398/512x556/p86398_t407_2022_1_001_000.png,5.0,26.0,4.0,14.0,0.0,0.0,7.0,120.0,6.0,20.0,8.0,80.0,5.0,1928.0,0.0,0.0,0.0,26.0,0.0,1.0,51.0,43.0,1303.0,493.0,1740.0,3.0,18.0,473.0,2045.0,22.0,111.0,47.0,26.0,236.0,4.0,Goalkeeper,0.5769230769230769
7279.0,Ferran Torres,Ferran,male,2000-02-29T00:00:00+00:00,77.0,184.0,FC Barcelona,BAR,https://assets.laliga.com/assets/2019/06/07/medium/barcelona.png,11.0,Midfielder,https://assets.laliga.com/squad/2022/t178/p224444/512x556/p224444_t178_2022_1_001_000.png,7.0,25.0,0.0,0.0,1.0,0.0,4.0,69.0,3.0,6.0,2.0,22.0,7.0,397.0,0.0,0.0,0.0,10.0,1.0,10.0,30.0,13.0,252.0,93.0,316.0,4.0,14.0,201.0,405.0,10.0,89.0,22.0,7.0,69.0,4.0,Goalkeeper,0.56
