id,name,nickname,gender,date_of_birth,weight,height,team,team.shortname,team.shield,shirt_number,position,photo,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,blocks,catches,clean_sheets,duels_won,goals,goals_conceded,interceptions,key_passes_attempt_assists,offsides,open_play_passes,penalties_saved,red_cards_2nd_yellow,saves_made,shots_on_target_inc_goals,straight_red_cards,successful_crosses_open_play,successful_dribbles,successful_long_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,total_clearances,total_fouls_conceded,total_losses_of_possession,total_passes,total_tackles,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_short_passes,yellow_cards,predicted_position,score
14667.0,Arnau Tenas,Arnau Tenas,male,2001-05-30T00:00:00+00:00,85.0,185.0,FC Barcelona,BAR,https://assets.laliga.com/assets/2019/06/07/medium/barcelona.png,36.0,Goalkeeper,https://assets.laliga.com/squad/2022/t178/p449924/512x556/p449924_t178_2022_1_001_000.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Forward,-1.0
23690.0,Ángela Sanchís Micó,Angy,female,1997-02-18T00:00:00+00:00,,,VCF Femenino,VCF,https://assets.laliga.com/assets/2019/06/07/medium/valencia-femenino.png,12.0,Forward,https://assets.laliga.com/squad/2022/t13329/p550116/512x556/p550116_t13329_2022_1_001_000.png,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Midfielder,-1.44
27225.0,Diego Collado,D. Collado,male,2001-01-09T00:00:00+00:00,,183.0,Villarreal CF,VIL,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,27.0,Forward,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,Midfielder,-1.45
27225.0,Diego Collado,D. Collado,male,2001-01-09T00:00:00+00:00,,183.0,Villarreal CF,VIL,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,27.0,Forward,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,Goalkeeper,-1.45
26542.0,Marc Tenas,M. Tenas,male,2001-05-30T00:00:00+00:00,,,Deportivo Alavés,ALA,https://assets.laliga.com/assets/2020/09/01/medium/27002754a98bf535807fe49a24cc63ea.png,36.0,Forward,https://assets.laliga.com/squad/2022/t173/p485212/512x556/p485212_t173_2022_1_001_000.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Goalkeeper,-1.48
699.0,Antoine Griezmann,Griezmann,male,1991-03-21T00:00:00+00:00,73.0,176.0,Atlético de Madrid,ATM,https://assets.laliga.com/assets/2019/06/07/medium/atletico.png,8.0,Forward,https://assets.laliga.com/squad/2022/t175/p76650/512x556/p76650_t175_2022_1_001_000.png,23.0,28.0,6.0,4.0,3.0,0.0,5.0,132.0,9.0,16.0,16.0,45.0,7.0,943.0,0.0,0.0,0.0,29.0,0.0,13.0,42.0,48.0,566.0,265.0,757.0,16.0,20.0,344.0,978.0,37.0,103.0,21.0,23.0,150.0,1.0,Goalkeeper,-1.7200000000000273
23341.0,Jon Magunacelaya,Magunazelaia,male,2001-07-13T00:00:00+00:00,,,Real Sociedad,RSO,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,34.0,Midfielder,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,7.0,1.0,1.0,11.0,14.0,1.0,2.0,0.0,0.0,7.0,0.0,Forward,-1.8599999999999994
15799.0,Carlos Álvarez,C. Alvarez,male,2003-08-06T00:00:00+00:00,,163.0,Sevilla FC,SEV,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,27.0,Midfielder,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,Forward,-1.96
32223.0,Jovanny Bolívar,Jovanny Bolivar,male,2001-12-16T00:00:00+00:00,71.0,175.0,Albacete BP,ALB,https://assets.laliga.com/assets/2019/06/07/medium/albacete.png,11.0,Forward,https://assets.laliga.com/squad/2022/t950/p475582/512x556/p475582_t950_2022_1_001_000.png,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Forward,-1.96
25661.0,Alejandro Ramos Rodriguez,Alex Ramos,male,2000-04-11T00:00:00+00:00,,,CD Lugo,LUG,https://assets.laliga.com/assets/2019/06/07/medium/lugo.png,36.0,Midfielder,https://assets.laliga.com/squad/2022/t5730/p570912/512x556/p570912_t5730_2022_1_001_000.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Forward,-1.97
31067.0,Juan Aspra,Juan Aspra,male,2002-07-30T00:00:00+00:00,,,Real Sporting,SPO,https://assets.laliga.com/assets/2019/06/07/medium/sporting.png,35.0,Defender,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,Forward,-1.98
2396.0,Jesús Corona,Tecatito,male,1993-01-06T00:00:00+00:00,59.0,173.0,Sevilla FC,SEV,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,9.0,Forward,https://assets.laliga.com/squad/2022/t179/p96432/512x556/p96432_t179_2022_1_001_000.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,14.0,0.0,1.0,7.0,17.0,1.0,3.0,1.0,1.0,1.0,0.0,Midfielder,-2.33
2628.0,Memphis Depay,Memphis,male,1994-02-13T00:00:00+00:00,78.0,178.0,Atlético de Madrid,ATM,https://assets.laliga.com/assets/2019/06/07/medium/atletico.png,9.0,Forward,,1.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,5.0,0.0,77.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,45.0,21.0,64.0,0.0,2.0,52.0,82.0,1.0,31.0,6.0,0.0,17.0,1.0,Defender,-2.6799999999999997
27922.0,Simo Wassim Keddari Boulif,Simo,male,2005-02-03T00:00:00+00:00,,177.0,RCD Espanyol de Barcelona,ESP,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,28.0,Defender,https://assets.laliga.com/squad/2022/t177/p578542/512x556/p578542_t177_2022_1_001_000.png,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,11.0,3.0,1.0,3.0,16.0,2.0,0.0,0.0,1.0,1.0,0.0,Forward,-2.84
1711.0,Cedric Omoigui,Cedric,male,1994-11-11T00:00:00+00:00,74.0,181.0,R. Racing Club,RAC,https://assets.laliga.com/assets/2019/06/07/medium/racing.png,9.0,Forward,https://assets.laliga.com/squad/2022/t189/p167171/512x556/p167171_t189_2022_1_001_000.png,6.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,5.0,11.0,1.0,1.0,13.0,19.0,1.0,8.0,0.0,0.0,8.0,0.0,Defender,-3.3099999999999987
22052.0,Williot Swedberg,Swedberg,male,2004-02-01T00:00:00+00:00,78.0,185.0,RC Celta,CEL,https://assets.laliga.com/assets/2019/06/07/medium/celta.png,19.0,Midfielder,https://assets.laliga.com/squad/2022/t176/p543932/512x556/p543932_t176_2022_1_001_000.png,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,0.0,1.0,2.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,Forward,-3.38
11970.0,Simón Moreno,S. Moreno,male,1997-07-02T00:00:00+00:00,,,CD Mirandés,MIR,https://assets.laliga.com/assets/2019/06/07/medium/mirandes.png,11.0,Forward,https://assets.laliga.com/squad/2022/t5741/p435046/512x556/p435046_t5741_2022_1_001_000.png,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,5.0,7.0,0.0,1.0,2.0,1.0,0.0,0.0,Goalkeeper,-3.4299999999999997
30646.0,María Romero,María Romero,female,2005-11-11T00:00:00+00:00,,,Villarreal CF,VIL,https://assets.laliga.com/assets/2021/06/28/medium/9fbd53c24db4a5ff2257fa8ba57b59d4.png,29.0,Forward,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,Goalkeeper,-3.44
24615.0,Salifo Caropitche,Caropitche,male,2001-06-19T00:00:00+00:00,,190.0,CD Mirandés,MIR,https://assets.laliga.com/assets/2019/06/07/medium/mirandes.png,30.0,Forward,https://assets.laliga.com/squad/2022/t5741/p561567/512x556/p561567_t5741_2022_1_001_000.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Goalkeeper,-3.5
30693.0,Karim Chaban,Karim,male,2000-01-06T00:00:00+00:00,,,Albacete BP,ALB,https://assets.laliga.com/assets/2019/06/07/medium/albacete.png,34.0,Forward,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,3.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0,0.0,Goalkeeper,-3.93
6034.0,Daniel Escriche Romero,Escriche,male,1998-03-24T00:00:00+00:00,75.0,178.0,Albacete BP,ALB,https://assets.laliga.com/assets/2019/06/07/medium/albacete.png,21.0,Forward,https://assets.laliga.com/squad/2022/t950/p424755/512x556/p424755_t950_2022_1_001_000.png,10.0,7.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,2.0,1.0,4.0,1.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,24.0,3.0,25.0,1.0,9.0,37.0,42.0,1.0,15.0,2.0,1.0,14.0,0.0,Midfielder,-4.079999999999998
200.0,Abdón Prats,Abdón,male,1992-12-07T00:00:00+00:00,81.0,181.0,RCD Mallorca,MLL,https://assets.laliga.com/assets/2023/03/22/medium/013ae97735bc8e519dcf30f6826168ca.png,9.0,Forward,https://assets.laliga.com/squad/2022/t181/p92187/512x556/p92187_t181_2022_1_001_000.png,6.0,20.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,5.0,0.0,5.0,1.0,63.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,36.0,12.0,44.0,2.0,5.0,41.0,68.0,1.0,18.0,3.0,1.0,19.0,1.0,Forward,-4.32
16104.0,César Rodríguez Cotos,Ces Cotos,male,2000-03-07T00:00:00+00:00,,,CD Lugo,LUG,https://assets.laliga.com/assets/2019/06/07/medium/lugo.png,31.0,Midfielder,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,13.0,3.0,4.0,10.0,16.0,2.0,1.0,1.0,1.0,2.0,1.0,Forward,-4.34
32521.0,Francisco Fumaça Mascarenhas Costa Pessoa,Masca,male,2000-05-15T00:00:00+00:00,,,Real Oviedo,OVI,https://assets.laliga.com/assets/2019/06/07/medium/oviedo.png,38.0,Forward,,4.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,2.0,12.0,8.0,0.0,9.0,1.0,1.0,2.0,0.0,Midfielder,-4.42
25527.0,Juan Carlos Arana Gómez,Arana,male,2000-02-08T00:00:00+00:00,,182.0,SD Eibar,EIB,https://assets.laliga.com/assets/2019/06/07/medium/eibar.png,20.0,Forward,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,6.0,4.0,2.0,3.0,2.0,0.0,1.0,0.0,Goalkeeper,-4.46
27926.0,Roberto Arroyo,R. Arroyo,male,2003-08-25T00:00:00+00:00,,,Real Valladolid CF,VLL,https://assets.laliga.com/assets/2022/06/20/medium/df95a3c6f33fab742cc50071d496a4c0.png,30.0,Forward,https://assets.laliga.com/squad/2022/t192/p587670/512x556/p587670_t192_2022_0_001_000.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,2.0,0.0,1.0,3.0,0.0,Midfielder,-4.46
15848.0,Beñat Turrientes,Turrientes,male,2002-01-31T00:00:00+00:00,70.0,181.0,Real Sociedad,RSO,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,22.0,Midfielder,https://assets.laliga.com/squad/2022/t188/p488026/512x556/p488026_t188_2022_1_001_000.png,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25.0,15.0,37.0,2.0,2.0,14.0,43.0,3.0,0.0,1.0,1.0,3.0,0.0,Forward,-4.57
19217.0,Ander Martín,Martin,male,2000-11-16T00:00:00+00:00,78.0,176.0,Real Sociedad,RSO,https://assets.laliga.com/assets/2019/06/07/medium/real-sociedad.png,28.0,Forward,https://assets.laliga.com/squad/2022/t188/p540301/512x556/p540301_t188_2022_1_001_000.png,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,12.0,1.0,2.0,12.0,20.0,2.0,0.0,0.0,0.0,8.0,0.0,Goalkeeper,-4.8
27706.0,Adrian Sanmartin,Sanmartin,male,2005-07-28T00:00:00+00:00,,,FC Cartagena,CAR,https://assets.laliga.com/assets/2022/02/11/medium/1628caa9b2002a11e564eb84b3677f78.png,29.0,Forward,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,Defender,-4.95
16664.0,Pablo Torre,Pablo Torre,male,2003-04-03T00:00:00+00:00,63.0,173.0,FC Barcelona,BAR,https://assets.laliga.com/assets/2019/06/07/medium/barcelona.png,32.0,Midfielder,https://assets.laliga.com/squad/2022/t178/p522627/512x556/p522627_t178_2022_1_001_000.png,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,19.0,1.0,2.0,7.0,22.0,1.0,0.0,0.0,1.0,2.0,0.0,Forward,-5.28
32418.0,Enol Rodríguez,Enol,male,2001-07-28T00:00:00+00:00,,,Real Oviedo,OVI,https://assets.laliga.com/assets/2019/06/07/medium/oviedo.png,39.0,Forward,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,1.0,8.0,12.0,0.0,2.0,0.0,0.0,5.0,0.0,Midfielder,-5.38
30600.0,Ayoub Jabbari,Ayoub,male,2000-01-30T00:00:00+00:00,,,R. Racing Club,RAC,https://assets.laliga.com/assets/2019/06/07/medium/racing.png,45.0,Forward,https://assets.laliga.com/squad/2022/t189/p511295/512x556/p511295_t189_2022_1_001_000.png,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,2.0,2.0,0.0,Forward,-5.4399999999999995
27901.0,Javier López-Pinto Dorado,Lopez-Pinto,male,2001-05-05T00:00:00+00:00,,183.0,Burgos CF,BUR,https://assets.laliga.com/assets/2021/06/24/medium/8de24d38ab1472bbae1620d36582d7bd.png,27.0,Forward,https://assets.laliga.com/squad/2022/t951/p588157/512x556/p588157_t951_2022_1_001_000.png,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,Midfielder,-5.46
32535.0,Álex Calvo,Alex Calvo,male,2004-02-20T00:00:00+00:00,,,Málaga CF,MGA,https://assets.laliga.com/assets/2019/06/07/medium/malaga.png,26.0,Forward,,3.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,3.0,13.0,1.0,2.0,20.0,19.0,0.0,6.0,5.0,0.0,6.0,0.0,Forward,-5.8100000000000005
1542.0,Roberto Ibáñez Castro,Rober Ibáñez,male,1993-03-22T00:00:00+00:00,67.0,175.0,Levante UD,LEV,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,19.0,Forward,https://assets.laliga.com/squad/2022/t855/p168390/512x556/p168390_t855_2022_1_001_000.png,6.0,19.0,0.0,0.0,1.0,0.0,0.0,67.0,4.0,6.0,8.0,3.0,3.0,162.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,3.0,105.0,29.0,131.0,3.0,13.0,86.0,165.0,17.0,26.0,9.0,4.0,27.0,2.0,Forward,-5.849999999999994
13144.0,Selim Amallah,Amallah,male,1996-11-15T00:00:00+00:00,82.0,186.0,Real Valladolid CF,VLL,https://assets.laliga.com/assets/2022/06/20/medium/df95a3c6f33fab742cc50071d496a4c0.png,9.0,Midfielder,,2.0,4.0,0.0,1.0,0.0,0.0,0.0,15.0,1.0,4.0,1.0,1.0,1.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,23.0,9.0,29.0,0.0,1.0,21.0,41.0,4.0,5.0,6.0,1.0,8.0,0.0,Forward,-6.09
23604.0,Elene Errasti,Elene Errasti,female,2000-04-20T00:00:00+00:00,,,Deportivo Alavés,ALA,https://assets.laliga.com/assets/2021/06/28/medium/42d681848c77e9a837be29b98e03557b.png,27.0,Forward,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0,0.0,2.0,9.0,15.0,2.0,2.0,0.0,0.0,7.0,0.0,Forward,-6.35
1190.0,Mariano Díaz,Mariano,male,1993-08-01T00:00:00+00:00,76.0,180.0,Real Madrid,RMA,https://assets.laliga.com/assets/2019/06/07/medium/real-madrid.png,24.0,Forward,https://assets.laliga.com/squad/2022/t186/p178347/512x556/p178347_t186_2022_1_001_000.png,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,11.0,0.0,3.0,6.0,15.0,1.0,5.0,0.0,0.0,3.0,2.0,Defender,-6.35
30540.0,Marta Mascarell,Marta Mascarell,female,2005-11-11T00:00:00+00:00,,,VCF Femenino,VCF,https://assets.laliga.com/assets/2019/06/07/medium/valencia-femenino.png,38.0,Defender,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,8.0,11.0,0.0,3.0,0.0,2.0,4.0,0.0,Forward,-6.390000000000001
143.0,Víctor Machín Pérez,Vitolo,male,1989-11-02T00:00:00+00:00,80.0,185.0,UD Las Palmas,LPA,https://assets.laliga.com/assets/2019/06/07/medium/las-palmas.png,7.0,Forward,https://assets.laliga.com/squad/2022/t407/p86399/512x556/p86399_t407_2022_1_001_000.png,1.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,3.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,53.0,8.0,60.0,0.0,2.0,19.0,71.0,1.0,8.0,0.0,0.0,11.0,0.0,Forward,-6.789999999999999
24213.0,Álvaro Sanz,Álvaro Sanz,male,2001-02-14T00:00:00+00:00,,,CD Mirandés,MIR,https://assets.laliga.com/assets/2019/06/07/medium/mirandes.png,18.0,Midfielder,,2.0,9.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,6.0,2.0,4.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,98.0,79.0,163.0,6.0,3.0,31.0,197.0,7.0,1.0,2.0,1.0,19.0,0.0,Forward,-7.030000000000001
4696.0,Aitana Bonmatí,Aitana Bonmatí,female,1998-01-18T00:00:00+00:00,51.0,161.0,FC Barcelona,FCB,https://assets.laliga.com/assets/2019/06/07/medium/fc-barcelona-femenino.png,14.0,Midfielder,,7.0,19.0,7.0,0.0,0.0,0.0,8.0,63.0,6.0,4.0,3.0,21.0,7.0,940.0,0.0,0.0,0.0,23.0,0.0,2.0,24.0,52.0,583.0,256.0,785.0,5.0,6.0,213.0,946.0,19.0,100.0,18.0,15.0,94.0,1.0,Forward,-7.039999999999992
6351.0,Júlia Aguado,Júlia Aguado,female,2000-05-02T00:00:00+00:00,,,Levante UD,LUD,https://assets.laliga.com/assets/2019/06/07/medium/levante-femenino.png,22.0,Forward,https://assets.laliga.com/squad/2022/t13319/p435689/512x556/p435689_t13319_2022_1_001_000.png,1.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,4.0,35.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,8.0,25.0,0.0,4.0,28.0,36.0,1.0,8.0,6.0,0.0,11.0,0.0,Goalkeeper,-7.140000000000001
12080.0,Álex Aizpuru Aizbitarte,Kaxe,male,1994-01-12T00:00:00+00:00,80.0,183.0,UD Ibiza,IBI,https://assets.laliga.com/assets/2021/06/24/medium/d7bc0d2c9bf06afd6b5ace9d62771713.png,16.0,Forward,,13.0,11.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,5.0,0.0,2.0,5.0,34.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,13.0,7.0,19.0,4.0,8.0,33.0,35.0,0.0,12.0,2.0,1.0,14.0,0.0,Forward,-7.149999999999999
25467.0,Giovana dos Santos Marcelino,Giovaninha,female,2002-10-25T00:00:00+00:00,,,UDG Tenerife,UDG,https://assets.laliga.com/assets/2019/06/07/medium/granadilla.png,35.0,Forward,,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,1.0,10.0,14.0,0.0,1.0,2.0,0.0,4.0,0.0,Defender,-7.359999999999999
26571.0,Luka Koleosho,Koleosho,male,2004-09-15T00:00:00+00:00,,,RCD Espanyol de Barcelona,ESP,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,30.0,Forward,https://assets.laliga.com/squad/2022/t177/p487702/512x556/p487702_t177_2022_0_001_000.png,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,7.0,0.0,0.0,10.0,11.0,0.0,2.0,2.0,0.0,4.0,0.0,Defender,-7.39
12107.0,Daniel Gómez Alcón,Dani Gómez,male,1998-07-30T00:00:00+00:00,69.0,178.0,RCD Espanyol de Barcelona,ESP,https://assets.laliga.com/assets/2019/06/07/medium/espanyol.png,19.0,Forward,https://assets.laliga.com/squad/2022/t177/p223770/512x556/p223770_t177_2022_1_001_000.png,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,2.0,8.0,10.0,2.0,3.0,0.0,0.0,2.0,1.0,Midfielder,-7.4
3756.0,Lukás Julis,Julis,male,1994-12-02T00:00:00+00:00,76.0,184.0,UD Ibiza,IBI,https://assets.laliga.com/assets/2021/06/24/medium/d7bc0d2c9bf06afd6b5ace9d62771713.png,19.0,Forward,,5.0,8.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,5.0,0.0,4.0,1.0,53.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,26.0,17.0,42.0,3.0,3.0,25.0,58.0,2.0,9.0,3.0,1.0,14.0,2.0,Midfielder,-7.420000000000002
1070.0,Raúl de Tomás,R.d.t,male,1994-10-17T00:00:00+00:00,72.0,180.0,Rayo Vallecano,RAY,https://assets.laliga.com/assets/2019/06/07/medium/rayo.png,25.0,Forward,,8.0,10.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0,0.0,3.0,9.0,56.0,0.0,0.0,0.0,7.0,0.0,2.0,10.0,3.0,36.0,9.0,40.0,1.0,10.0,43.0,58.0,1.0,20.0,4.0,4.0,11.0,1.0,Midfielder,-7.420000000000002
